,pancakeswap,pancakeswap-amm,pancakeswap-stableswap,beefy,alpaca-finance,apeswap,belt-finance,venus,autofarm,aave-v2,aave-v3,curve
30,-0.054110573878798696,-0.054110573878798696,-0.03038272736550729,-0.08633567155191424,0.048917139559482736,0.03963678985034513,-0.011243724123816468,-0.050659809272448175,-0.03781455520338195,0.12203835632141669,0.050800227267369324,0.02899455021617592
31,-0.14429887753631032,-0.14429887753631032,-0.0024147113428401035,-0.019887136728178434,-0.018764053645505596,0.015584488419473574,0.05974803206179069,-0.050568632302375294,0.02347354633351828,0.07806937403377101,0.0418091194109258,0.009150914960035728
32,0.2578372659894417,0.2578372659894417,-0.00798937066000438,0.028336747321749955,0.007024066629746084,0.06971887970893875,0.021974876541881017,0.022771731981806154,-0.03780073677105078,0.11862126350412194,0.0270988517506614,-0.06880455606606528
33,0.024738090472086416,0.024738090472086416,-0.015397059005227698,0.029653893440475754,0.024142047932486976,0.029097212717048793,-0.011945657143349941,-0.0297681513720246,0.021462771443831352,0.06838044363144324,0.03419293192728534,-0.10669867916907005
34,0.0839062095213774,0.0839062095213774,0.015310983245252485,0.006823013718778803,0.017549586799105787,0.06381264368233097,-0.03409010478557162,-0.07882177674065205,0.11818023424446178,0.0936058014520309,0.012753236868580986,0.16113586653578782
35,0.006355383774363288,0.006355383774363288,0.026250924144323395,-0.013902257021395692,-0.1519707675170221,-0.012610995372045464,-0.0005246811399657325,0.18581094152195154,0.025811980785059196,0.15766196825847922,0.020271754886367566,0.07685338340211656
36,-0.08119765859870653,-0.08119765859870653,0.0013370856957024557,0.000666004960016009,-0.008266717481198449,0.06568984822968149,-0.02583603204371243,-0.2319126705808462,-0.006099674119656062,0.08999849516085612,0.04591383891978196,0.2843553816045574
37,-0.05963450286070704,-0.05963450286070704,-0.012312479646309882,0.006494141953649946,-0.011373904926347267,0.02377814719679905,-0.018376844830913286,-0.1529009008598543,0.008350510498280173,0.07504969280265494,0.8115467340610303,-0.035919233363641556
38,0.05341628991981584,0.05341628991981584,0.008295079575175057,0.028339581671423142,0.0010111251585189773,0.009078687681387754,0.00812494393879648,0.12052946778955609,-0.02330553142098235,0.01214900917353079,7.734198532769852,0.3308815594646983
39,0.09558820176952798,0.09558820176952798,-0.004172246487311515,0.0456238386477692,-0.001884557782108276,0.0009367762380760869,-0.09414619749272124,0.1302227765868389,0.013144078102956591,0.04989191656790659,0.127612271049377,0.027355458669214183
